,height,hem,hip,outer_leg,waist,thigh
1690,164.5,30.75,45.4,50.2,31.4,25.35
1691,155.1,30.6,46.25,46.75,41.25,26.75
1692,150.6,28.2,40.6,44.2,28.6,22.95
1693,155.3,28.75,44.25,46.55,41.25,25.2
1694,155.2,34.15,47.7,46.25,44.0,28.85
1697,154.0,31.5,43.45,44.8,42.15,25.65
1698,159.5,32.25,43.35,48.2,38.5,23.8
1700,161.6,29.45,45.0,49.65,31.75,24.9
1701,157.9,30.1,46.75,46.6,42.4,25.75
1702,162.2,32.95,54.35,48.45,44.95,31.5
1703,149.4,28.65,43.25,44.05,37.5,23.6
1704,157.9,29.95,43.9,47.3,38.1,25.0
1705,156.3,32.0,46.25,46.9,41.5,25.7
1706,159.2,28.95,43.0,48.25,31.85,25.05
1708,156.9,32.0,43.85,47.05,41.3,24.25
1709,159.0,34.2,51.6,46.55,46.65,29.55
1710,158.3,38.0,53.5,47.9,48.7,32.4
1711,161.2,29.95,43.55,48.0,32.3,24.9
1713,156.3,35.45,52.8,46.35,37.9,32.45
1714,158.0,32.1,46.1,47.95,39.75,26.75
1715,162.2,30.5,45.25,49.7,37.45,27.3
1716,149.2,32.15,44.75,45.3,35.8,26.2
1717,160.4,32.9,48.65,48.3,35.9,29.3
1719,168.5,30.7,47.2,51.85,36.8,28.7
1720,159.3,32.25,45.0,49.5,34.0,27.2
1721,153.8,31.55,45.6,46.15,42.0,26.75
1722,163.5,34.5,49.8,49.9,45.7,29.25
1723,157.2,31.5,47.25,47.65,34.8,27.7
1724,162.7,36.35,53.95,48.5,45.45,32.6
1725,162.4,32.75,46.1,49.95,33.8,25.45
1726,151.1,31.65,43.2,46.15,39.9,24.2
1727,153.1,31.4,45.1,46.6,39.4,25.4
1728,153.4,31.25,45.95,47.0,39.6,26.4
1729,160.9,32.75,45.75,49.35,39.1,25.25
1730,157.2,31.9,47.2,46.75,38.15,27.95
1731,147.5,31.4,45.4,43.35,40.25,26.8
1732,161.4,31.9,43.65,49.0,30.7,25.9
1733,163.3,33.9,48.05,49.5,44.1,27.05
1734,157.6,34.4,49.6,47.55,47.2,29.3
1735,155.3,32.9,47.05,47.0,42.1,27.45
1736,156.3,33.0,47.45,47.65,41.95,28.3
1737,162.2,32.75,46.25,48.75,39.9,27.45
1738,165.2,35.0,48.1,50.85,40.2,27.9
1739,156.7,35.65,47.35,47.75,47.55,28.05
1740,158.5,32.25,47.4,48.4,37.65,27.8
1741,167.8,33.4,53.55,54.0,37.95,31.35
1742,154.3,32.15,44.5,46.25,34.6,25.65
1743,153.7,34.0,45.5,46.5,40.4,24.45
1744,158.0,31.2,43.95,48.4,31.9,24.75
1745,149.4,30.85,46.9,45.75,38.95,27.35
1746,157.8,30.25,43.95,47.8,30.5,24.9
1747,167.6,31.6,46.7,51.45,33.2,27.7
1748,161.6,32.7,45.05,49.5,35.7,26.25
1749,171.4,34.75,50.45,54.15,38.75,30.9
1750,166.4,33.6,47.25,50.8,40.15,27.3
1751,157.1,32.0,46.45,48.2,37.65,26.0
1752,151.6,31.5,46.9,45.6,38.65,27.9
1753,163.2,31.7,47.25,50.55,38.35,27.3
1754,153.8,31.0,44.5,46.15,35.4,27.55
1755,162.3,33.4,45.9,49.6,35.75,27.55
1756,156.2,35.25,53.25,45.9,48.9,31.9
1757,161.0,34.0,48.4,49.0,37.3,26.75
1758,157.1,31.9,45.4,47.0,34.0,25.3
1759,156.2,29.5,41.75,47.9,31.25,23.55
1760,161.7,32.6,45.95,49.55,40.25,26.0
1761,152.1,32.45,46.6,45.75,40.1,27.1
1762,156.3,33.5,47.2,46.95,42.1,27.55
1763,155.0,30.75,44.85,48.1,41.75,24.25
1764,156.0,31.6,45.25,48.0,37.75,26.5
1765,156.6,32.75,45.75,48.95,42.3,26.4
1766,156.6,33.55,47.65,49.05,42.2,26.65
1767,159.1,33.45,45.9,48.45,34.15,27.9
1768,153.1,30.5,45.35,46.5,38.75,27.8
1769,150.9,32.45,45.55,44.6,39.1,26.75
1770,167.9,34.75,51.95,52.4,38.7,31.05
1771,160.7,34.5,54.1,50.65,41.65,33.25
1772,157.2,31.8,42.25,46.65,34.75,25.9
1773,159.4,33.0,48.9,47.1,40.6,28.85
1774,155.4,33.2,48.0,47.95,33.4,29.5
1775,163.5,34.75,50.0,50.4,39.05,28.75
1776,165.3,33.4,45.35,50.15,35.4,26.1
1777,160.5,35.35,46.45,49.7,40.7,27.15
1778,154.7,31.5,44.95,47.7,37.9,25.75
1779,153.8,30.55,42.35,46.1,32.25,24.35
1780,160.3,36.65,51.15,48.4,50.65,31.75
1781,158.0,31.6,48.8,47.65,45.5,28.1
1782,151.8,32.3,46.9,45.65,40.3,26.35
1783,159.7,31.85,47.5,48.0,42.8,27.4
1784,160.4,34.9,51.1,49.85,49.25,28.85
1785,148.0,28.65,43.2,44.95,37.55,24.1
1786,152.8,34.65,52.5,45.0,39.15,30.5
1787,150.5,29.75,45.85,45.65,38.7,27.25
1788,151.8,30.15,45.65,45.5,40.55,25.55
1789,152.8,30.6,42.55,47.15,41.2,22.8
1790,159.7,32.6,47.0,48.35,37.9,26.6
1791,158.9,32.9,44.85,48.25,34.7,26.75
1792,163.5,33.5,49.15,51.1,37.6,29.0
1793,167.7,36.25,50.6,51.5,37.45,29.75
1794,154.5,34.1,47.75,46.25,37.1,28.35
1795,149.0,32.4,46.5,45.05,40.9,26.85
1796,160.6,32.7,46.7,50.5,39.65,28.35
1797,146.0,31.8,45.85,44.45,44.9,28.5
1799,158.8,32.7,46.1,49.15,40.65,26.0
1800,164.2,33.15,48.45,52.1,40.7,29.0
1801,157.5,32.2,48.45,49.1,36.4,27.75
1802,158.8,32.7,47.65,49.15,41.1,29.0
1803,152.9,28.2,42.55,46.9,35.55,23.95
1804,154.2,32.4,42.65,47.8,38.6,24.35
1805,163.0,33.55,46.2,50.55,37.8,27.1
1806,155.2,32.0,47.0,47.4,39.35,26.75
1807,161.1,33.4,47.7,48.5,33.0,28.15
1808,156.0,32.5,42.0,48.6,33.8,24.4
1809,170.0,35.0,50.5,53.1,38.75,31.4
1810,162.0,32.5,48.75,50.1,36.6,29.95
1811,156.9,30.5,43.35,47.65,33.9,25.8
1812,162.6,34.0,49.4,50.0,41.4,28.75
1813,158.5,33.55,47.7,48.4,40.5,26.65
1814,164.0,35.5,53.85,49.25,46.0,33.05
1815,157.4,32.25,46.25,46.85,34.3,27.15
1816,160.7,32.5,47.0,48.8,40.1,27.6
1817,155.0,32.5,47.7,47.85,42.4,27.95
1818,154.6,30.75,44.35,46.9,42.45,24.45
1819,147.4,30.75,46.6,45.35,45.75,27.35
1820,163.5,32.6,46.1,50.25,38.9,25.95
1821,156.4,32.5,47.25,48.65,36.95,28.35
1822,160.4,32.85,45.8,49.55,32.5,27.2
1823,160.3,32.25,47.4,47.7,34.35,27.5
1824,152.8,30.5,44.85,46.05,37.15,25.9
1825,151.9,29.8,44.6,45.6,35.6,26.85
1826,165.7,31.8,47.45,50.4,36.95,27.2
1827,165.4,34.15,53.05,50.45,41.45,32.1
1828,158.0,33.1,47.3,47.85,35.2,27.6
1829,160.6,32.35,48.5,50.0,34.05,27.75
1830,161.0,35.55,51.25,48.1,40.25,31.3
1831,159.8,34.6,50.6,49.6,43.7,29.9
1832,159.6,33.4,46.3,47.6,41.9,27.35
1833,153.0,33.2,47.9,47.05,41.9,28.95
1834,163.1,35.65,52.9,50.7,42.5,32.3
1836,166.3,37.1,54.25,51.35,48.3,32.0
1837,156.9,33.65,46.55,47.55,41.5,27.7
1838,173.0,35.2,47.65,53.65,41.2,26.55
1839,157.5,33.6,51.6,48.6,45.95,31.9
1840,156.0,34.1,50.6,48.6,44.0,31.25
1841,163.7,33.25,52.9,49.45,41.95,32.65
1842,161.0,32.75,47.1,49.25,39.55,27.35
1843,156.9,35.1,47.85,47.55,43.5,28.15
1844,150.5,32.9,49.35,45.6,46.8,29.25
1845,158.2,30.15,45.05,48.5,37.3,25.95
1846,162.8,34.75,50.8,50.85,44.05,30.1
1847,154.6,32.4,45.45,47.0,40.6,24.8
1848,162.8,33.8,50.75,49.8,42.05,29.9
1849,163.8,31.75,46.7,51.2,33.1,26.9
1850,158.8,30.9,42.65,49.2,34.9,23.05
1851,156.6,35.25,50.0,47.5,40.25,30.1
1852,165.6,33.1,48.8,50.0,38.35,29.1
1853,161.4,34.2,50.3,48.75,42.5,29.25
1854,160.3,34.0,46.65,48.0,40.9,25.55
1855,154.9,30.65,42.85,47.35,39.4,24.15
1856,160.5,29.65,43.7,49.6,34.8,25.8
1857,153.5,31.55,46.85,46.75,42.85,28.55
1858,147.0,30.1,44.8,44.15,34.9,25.45
1859,159.1,32.95,46.3,48.55,39.1,26.65
1860,159.9,33.0,50.15,49.25,39.5,29.85
1861,162.2,33.15,45.15,48.4,37.1,25.85
1862,155.0,33.5,50.2,47.6,42.0,28.35
1863,145.9,31.5,47.4,44.1,42.75,27.15
1864,158.4,35.1,48.65,49.5,41.65,29.95
1865,154.5,30.75,45.65,48.15,39.75,27.2
1866,163.4,31.75,44.8,50.85,38.15,26.35
1867,160.6,34.0,46.3,48.75,39.35,27.6
1868,162.6,34.5,48.0,49.45,38.35,28.75
1869,160.0,32.75,45.85,49.05,39.75,27.1
1870,151.2,35.25,48.15,45.65,46.55,27.9
1871,160.2,31.25,45.4,49.3,41.15,24.8
1872,160.2,33.25,50.5,49.45,37.8,29.7
1873,167.7,32.45,44.8,52.8,37.8,26.9
1874,164.4,33.95,50.9,50.6,40.85,30.2
1875,167.3,34.6,47.85,52.25,38.0,28.35
1876,167.7,33.05,48.8,52.0,38.35,28.15
1877,153.8,32.2,48.85,45.85,45.65,30.3
1878,162.0,31.15,45.45,49.8,33.2,24.45
1879,155.6,32.4,47.95,47.4,44.15,27.55
1880,157.2,31.85,46.3,47.25,42.95,27.6
1881,156.3,34.0,43.25,47.55,35.65,25.05
1882,165.0,34.7,47.25,50.25,42.05,28.6
1883,150.7,32.15,44.75,45.65,40.8,26.25
1884,161.5,31.4,44.85,49.65,37.3,26.2
1885,160.2,32.75,46.6,48.9,33.7,27.9
1886,157.8,30.25,42.55,48.5,31.4,25.75
1887,160.7,31.2,42.55,50.05,30.1,23.8
1888,152.5,33.25,45.55,46.15,38.4,26.9
1889,156.0,35.5,48.9,47.25,42.7,30.05
1890,161.0,32.25,43.35,48.85,34.6,25.2
1891,149.0,28.3,43.0,44.15,35.3,26.0
1892,165.4,34.2,46.75,50.55,36.55,27.85
1893,166.3,32.95,46.8,50.4,35.5,27.9
1894,162.4,33.4,45.3,49.4,35.6,26.15
1895,159.1,29.7,42.15,48.95,35.55,25.0
1896,149.5,30.25,41.1,46.2,37.15,22.7
1897,162.2,32.15,44.6,49.6,34.7,24.2
1898,151.0,31.95,48.85,46.75,40.35,29.7
1899,154.6,38.3,52.35,48.25,49.8,32.95
1900,170.0,35.75,50.55,52.75,40.85,27.6
1901,155.0,35.45,50.1,48.15,46.95,30.65
1902,157.7,35.3,52.3,48.5,40.15,31.1
1903,162.6,33.8,46.15,50.95,39.3,28.05
1904,152.6,32.5,46.25,47.0,39.75,26.75
1905,156.0,35.5,49.0,47.5,44.8,28.85
1906,157.1,30.5,45.05,49.05,41.75,26.45
1907,156.3,31.9,42.35,47.2,40.25,24.15
1908,153.6,30.75,44.5,47.0,43.15,26.9
1909,149.1,32.0,47.25,45.65,39.7,29.35
1910,157.0,31.25,44.95,47.8,36.5,26.1
1911,156.7,34.7,47.4,48.1,40.9,28.4
1912,153.2,34.0,46.1,46.95,44.95,27.1
1913,160.1,32.75,45.95,49.9,43.5,27.9
1914,156.3,32.05,46.85,49.45,39.05,26.9
1915,153.7,31.2,46.55,45.5,46.1,27.5
1916,153.6,30.5,43.35,47.85,39.25,24.2
1917,169.9,35.55,54.25,52.7,44.1,31.85
1918,155.5,36.4,53.7,47.5,45.65,32.55
1919,162.5,32.0,49.65,50.0,41.65,28.9
1920,159.2,32.9,46.25,49.6,39.75,26.35
1921,160.1,34.15,49.75,49.85,44.1,31.15
1922,171.1,34.2,45.85,52.7,35.65,26.05
1923,157.8,33.7,51.45,49.0,43.65,30.5
1924,164.2,34.2,47.0,51.5,36.2,26.6
1925,159.1,32.15,46.7,48.85,40.25,28.15
1926,159.3,33.85,46.1,48.1,35.8,26.75
1927,155.5,33.65,44.35,47.45,37.9,25.25
1928,161.6,33.9,46.85,49.75,39.25,26.8
1929,160.7,32.2,46.5,49.8,35.5,27.15
1930,159.2,33.25,46.2,49.5,36.7,27.4
1931,151.9,32.35,46.65,45.75,42.7,28.4
1932,157.2,32.65,47.45,47.9,42.25,28.1
1933,160.3,36.9,49.2,49.3,44.0,29.75
1934,164.8,35.1,51.5,52.45,41.75,30.1
1935,162.6,34.6,48.6,51.15,37.0,28.6
1936,160.6,33.05,48.4,49.75,39.45,24.6
1937,158.1,36.1,50.4,48.3,40.85,30.95
1938,166.2,35.75,47.75,51.55,41.4,29.2
1939,157.7,33.75,47.45,48.75,32.6,28.4
1940,157.7,32.35,46.6,48.15,38.3,26.5
1941,157.1,32.15,46.65,47.75,34.75,27.85
1942,167.0,36.2,50.7,51.3,44.05,31.8
1943,160.8,33.9,50.4,50.25,39.35,30.1
1944,160.0,31.3,43.25,49.6,33.6,25.4
1945,158.0,32.85,46.65,48.5,42.3,26.9
1946,160.6,33.75,47.95,49.25,37.4,29.15
1947,168.1,35.7,51.8,52.35,41.2,31.05
1948,163.9,32.0,45.3,51.15,37.55,26.95
